EMBL ID;Phylum;Species
CP001511.1;Proteobacteria;Methylorubrum_extorquens
CP001560.1;Proteobacteria;Shimwellia_blattae
CP001600.2;Proteobacteria;Edwardsiella_ictaluri
CP001607.1;Proteobacteria;Aggregatibacter_aphrophilus
CP001629.1;Proteobacteria;Desulfomicrobium_baculatum
CP001635.1;Proteobacteria;Variovorax_paradoxus
CP001636.1;Proteobacteria;Variovorax_paradoxus
CP001654.1;Proteobacteria;Dickeya_paradisiaca
CP001657.1;Proteobacteria;Pectobacterium_carotovorum
CP001672.1;Proteobacteria;Methylotenera_mobilis
CP001674.1;Proteobacteria;Methylovorus_glucosotrophus
CP001677.5;Proteobacteria;Candidatus_Liberibacter_asiaticus
CP001715.1;Proteobacteria;Candidatus_Accumulibacter_phosphatis
CP001751.1;Proteobacteria;Candidatus_Puniceispirillum_marinum
CP001796.1;Proteobacteria;Pseudoalteromonas_sp._SM9913
CP001804.1;Proteobacteria;Haliangium_ochraceum
CP001830.1;Proteobacteria;Sinorhizobium_meliloti
CP001836.1;Proteobacteria;Dickeya_zeae
CP001875.2;Proteobacteria;Pantoea_ananatis
CP001896.1;Proteobacteria;Allochromatium_vinosum
CP001905.1;Proteobacteria;Thioalkalivibrio_sp._K90mix
CP001965.1;Proteobacteria;Sideroxydans_lithotrophicus
CP001999.1;Proteobacteria;Arcobacter_nitrofigilis
CP002008.1;Proteobacteria;Caulobacter_segnis
CP002018.1;Proteobacteria;Ketogulonicigenium_vulgare
CP002026.1;Proteobacteria;Starkeya_novella
CP002031.1;Proteobacteria;Geobacter_sulfurreducens
CP002038.1;Proteobacteria;Dickeya_dadantii
CP002039.1;Proteobacteria;Herbaspirillum_seropedicae
CP002080.1;Proteobacteria;Acinetobacter_oleivorans
CP002083.1;Proteobacteria;Hyphomicrobium_denitrificans
CP002085.1;Proteobacteria;Desulfarculus_baarsii
CP002086.1;Proteobacteria;Nitrosococcus_watsonii
CP002156.1;Proteobacteria;Parvularcula_bermudensis
CP002159.1;Proteobacteria;Gallionella_capsiferriformans
CP002165.1;Proteobacteria;Xylella_fastidiosa
CP002177.1;Proteobacteria;Acinetobacter_pittii
CP002205.1;Proteobacteria;Sulfurimonas_autotrophica
CP002206.1;Proteobacteria;Pantoea_vagans
CP002209.1;Proteobacteria;Ferrimonas_balearica
CP002224.1;Proteobacteria;Ketogulonicigenium_vulgare
CP002246.1;Proteobacteria;Yersinia_enterocolitica
CP002252.1;Proteobacteria;Methylovorus_sp._MP688
CP002271.1;Proteobacteria;Stigmatella_aurantiaca
CP002272.1;Proteobacteria;[Enterobacter]_lignolyticus
CP002295.1;Proteobacteria;Serratia_symbiotica
CP002339.1;Proteobacteria;Alteromonas_naphthalenivorans
CP002364.1;Proteobacteria;Desulfobulbus_propionicus
CP002371.1;Proteobacteria;Candidatus_Liberibacter_solanacearum
CP002382.1;Proteobacteria;Micavibrio_aeruginosavorus
CP002395.1;Proteobacteria;Asticcacaulis_excentricus
CP002396.1;Proteobacteria;Asticcacaulis_excentricus
CP002417.1;Proteobacteria;Variovorax_paradoxus
CP002418.1;Proteobacteria;Rhodopseudomonas_palustris
CP002433.1;Proteobacteria;Pantoea_sp._At-9b
CP002446.1;Proteobacteria;Pseudoxanthomonas_suwonensis
CP002456.1;Proteobacteria;Taylorella_equigenitalis
CP002479.1;Proteobacteria;Geobacter_sp._M18
CP002505.1;Proteobacteria;Rahnella_sp._Y9602
CP002521.1;Proteobacteria;Acidovorax_avenae
CP002526.1;Proteobacteria;Glaciecola_sp._4H-3-7+YE-5
CP002552.1;Proteobacteria;Nitrosomonas_sp._AL212
CP002568.1;Proteobacteria;Polymorphum_gilvum
CP002583.1;Proteobacteria;Marinomonas_mediterranea
CP002607.1;Proteobacteria;Aeromonas_veronii
CP002623.1;Proteobacteria;Roseobacter_litoralis
CP002663.1;Proteobacteria;Pusillimonas_sp._T7-7
CP002695.1;Proteobacteria;Bordetella_pertussis
CP002740.1;Proteobacteria;Sinorhizobium_meliloti
CP002745.1;Proteobacteria;Collimonas_fungivorans
CP002773.1;Proteobacteria;Serratia_plymuthica
CP002775.1;Proteobacteria;Serratia_sp._AS13
CP002776.1;Proteobacteria;Thiomicrospira_cyclica
CP002798.1;Proteobacteria;Sphingobium_chlorophenolicum
CP002824.1;Proteobacteria;Klebsiella_aerogenes
CP002830.1;Proteobacteria;Myxococcus_fulvus
CP002850.1;Proteobacteria;Zymomonas_mobilis
CP002865.1;Proteobacteria;Zymomonas_mobilis
CP002886.1;Proteobacteria;Enterobacter_cloacae
CP002914.1;Proteobacteria;Xanthomonas_euvesicatoria
CP002972.1;Proteobacteria;Phaeobacter_inhibens
CP002985.1;Proteobacteria;Acidithiobacillus_ferrivorans
CP003046.1;Proteobacteria;Rhodospirillum_rubrum
CP003060.1;Proteobacteria;Glaciecola_nitratireducens
CP003075.1;Proteobacteria;Pelagibacterium_halotolerans
CP003085.1;Proteobacteria;Pantoea_ananatis
CP003099.1;Proteobacteria;Aggregatibacter_actinomycetemcomitans
CP003123.1;Proteobacteria;Bartonella_australis
CP003124.1;Proteobacteria;Bartonella_vinsonii
CP003147.1;Proteobacteria;Pseudovibrio_sp._FO-BEG1
CP003171.1;Proteobacteria;Oceanimonas_sp._GK1
CP003200.1;Proteobacteria;Klebsiella_pneumoniae
CP003218.1;Proteobacteria;Klebsiella_michiganensis
CP003241.1;Proteobacteria;Vibrio_sp._EJY3
CP003264.1;Proteobacteria;Taylorella_equigenitalis
CP003312.1;Proteobacteria;Cronobacter_sakazakii
CP003333.1;Proteobacteria;Sulfurospirillum_barnesii
CP003358.1;Proteobacteria;Mesorhizobium_australicum
CP003380.1;Proteobacteria;Methylophaga_frappieri
CP003389.1;Proteobacteria;Corallococcus_coralloides
CP003415.1;Proteobacteria;Pectobacterium_parmentieri
CP003466.1;Proteobacteria;Alcanivorax_dieselolei
CP003470.1;Proteobacteria;Rhodanobacter_denitrificans
CP003479.1;Proteobacteria;Helicobacter_cetorum
CP003481.1;Proteobacteria;Helicobacter_cetorum
CP003537.1;Proteobacteria;Bdellovibrio_exovorus
CP003546.1;Proteobacteria;secondary_endosymbiont_of_Ctenarytaina_eucalypti
CP003555.1;Proteobacteria;Advenella_kashmirensis
CP003677.1;Proteobacteria;Pseudomonas_stutzeri
CP003678.1;Proteobacteria;Enterobacter_cloacae
CP003683.1;Proteobacteria;Klebsiella_michiganensis
CP003704.1;Proteobacteria;Zymomonas_mobilis
CP003734.1;Proteobacteria;Pseudomonas_putida
CP003735.1;Proteobacteria;Marinobacter_sp._BSs20148
CP003737.1;Proteobacteria;Enterobacter_cloacae
CP003740.1;Proteobacteria;Octadecabacter_antarcticus
CP003742.1;Proteobacteria;Octadecabacter_arcticus
CP003745.1;Proteobacteria;Bibersteinia_trehalosi
CP003746.1;Proteobacteria;Simiduia_agarivorans
CP003776.1;Proteobacteria;Pectobacterium_carotovorum
CP003784.1;Proteobacteria;Bartonella_quintana
CP003801.1;Proteobacteria;alpha_proteobacterium_HIMB59
CP003809.1;Proteobacteria;alpha_proteobacterium_HIMB5
CP003837.1;Proteobacteria;Paraglaciecola_psychrophila
CP003872.1;Proteobacteria;Acidovorax_sp._KKS102
CP003883.1;Proteobacteria;Wolbachia_endosymbiont_of_Drosophila_simulans
CP003884.1;Proteobacteria;Wolbachia_endosymbiont_of_Drosophila_simulans
CP003926.1;Proteobacteria;Gluconobacter_oxydans
CP003933.1;Proteobacteria;Sinorhizobium_meliloti
CP003938.1;Proteobacteria;Enterobacteriaceae_bacterium_strain_FGI_57
CP003959.1;Proteobacteria;Serratia_marcescens
CP004029.1;Proteobacteria;Lawsonia_intracellularis
CP004091.1;Proteobacteria;Cronobacter_sakazakii
CP004141.1;Proteobacteria;Edwardsiella_piscicida
CP004142.1;Proteobacteria;Raoultella_ornithinolytica
CP004345.1;Proteobacteria;Morganella_morganii
CP004348.1;Proteobacteria;beta_proteobacterium_CB
CP004752.1;Proteobacteria;Mannheimia_haemolytica
CP004753.1;Proteobacteria;Mannheimia_haemolytica
CP005383.1;Proteobacteria;Mannheimia_haemolytica
CP005587.1;Proteobacteria;Hyphomicrobium_denitrificans
CR354532.1;Proteobacteria;Photobacterium_profundum
CR543861.1;Proteobacteria;Acinetobacter_sp._ADP1
CR555306.1;Proteobacteria;Aromatoleum_aromaticum
CR954246.1;Proteobacteria;Pseudoalteromonas_haloplanktis
CT573326.1;Proteobacteria;Pseudomonas_entomophila
CU207211.1;Proteobacteria;Herminiimonas_arsenicoxydans
CU468135.1;Proteobacteria;Erwinia_tasmaniensis
CU633749.1;Proteobacteria;Cupriavidus_taiwanensis
CU633750.1;Proteobacteria;Cupriavidus_taiwanensis
CU928158.2;Proteobacteria;Escherichia_fergusonii
FN392235.1;Proteobacteria;Erwinia_pyrifoliae
FN434113.1;Proteobacteria;Erwinia_amylovora
FN645454.1;Proteobacteria;Bartonella_clarridgeiae
FN666575.1;Proteobacteria;Erwinia_amylovora
FN869568.1;Proteobacteria;Halomonas_elongata
FO082060.1;Proteobacteria;Methylomicrobium_alcaliphilum
FO203522.1;Proteobacteria;Desulfovibrio_hydrothermalis
FP236842.1;Proteobacteria;Erwinia_pyrifoliae
FP475956.1;Proteobacteria;Thiomonas_arsenitoxydans
FP885895.1;Proteobacteria;Ralstonia_solanacearum
FP929140.1;Proteobacteria;gamma_proteobacterium_HdN1
FQ311868.1;Proteobacteria;Azospirillum_lipoferum
FQ312002.1;Proteobacteria;Haemophilus_parainfluenzae
FQ312005.1;Proteobacteria;Halobacteriovorax_marinus
FQ859181.1;Proteobacteria;Hyphomicrobium_sp._MC1
FR687359.1;Proteobacteria;Paraburkholderia_rhizoxinica
FR729477.2;Proteobacteria;Yersinia_enterocolitica
FR856861.1;Proteobacteria;Novosphingobium_sp._PP1Y
FR856862.1;Proteobacteria;Novosphingobium_sp._PP1Y
FR871757.1;Proteobacteria;Helicobacter_bizzozeronii
HE577327.1;Proteobacteria;Azospirillum_brasilense
HE616528.1;Proteobacteria;Shigella_sonnei
HE798556.1;Proteobacteria;Stenotrophomonas_maltophilia
HE956757.1;Proteobacteria;Methylocystis_sp._SC2
HE965805.1;Proteobacteria;Bordetella_pertussis
HE965806.1;Proteobacteria;Bordetella_bronchiseptica
HE995405.1;Proteobacteria;Sinorhizobium_meliloti
AM236080.1;Proteobacteria;Rhizobium_leguminosarum
AP012206.1;Proteobacteria;Bradyrhizobium_japonicum
AP012279.1;Proteobacteria;Bradyrhizobium_sp._S23321
BA000040.2;Proteobacteria;Bradyrhizobium_diazoefficiens
CP000133.1;Proteobacteria;Rhizobium_etli
CP000494.1;Proteobacteria;Bradyrhizobium_sp._BTAi1
CP001074.1;Proteobacteria;Rhizobium_etli
CP001191.1;Proteobacteria;Rhizobium_leguminosarum
CP001622.1;Proteobacteria;Rhizobium_leguminosarum
CP004015.1;Proteobacteria;Rhizobium_tropici
CU234118.1;Proteobacteria;Bradyrhizobium_sp._ORS_278
FO082820.1;Proteobacteria;Rhizobium_sp._NT-26
AE016823.1;Spirochaetes;Leptospira_interrogans
CP000975.1;Verrucomicrobia;Methylacidiphilum_infernorum
CP001032.1;Verrucomicrobia;Opitutus_terrae
CP001071.1;Verrucomicrobia;Akkermansia_muciniphila
CP001998.1;Verrucomicrobia;Coraliomargarita_akajimensis
